customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
3627-FHKBK,Female,0.0,Yes,No,0.9143452968907186,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),71.6606047359897,435.45,Yes
2865-TCHJW,Male,0.9253278640830139,No,Yes,3.9643629715704853,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),85.55746131837297,6393.65,No
1423-BMPBQ,Male,0.0,Yes,No,1.0233345198854031,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,19.494672905690322,3829.75,Yes
2393-DIVAI,Male,0.0,Yes,Yes,3.0274604420302924,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,19.972636561857954,174.3,Yes
5192-EBGOV,Male,0.9895482736208193,No,Yes,0.9158282780593922,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),86.7498364268231,4134.85,Yes
4568-KNYWR,Female,0.0,Yes,No,50.30787870563153,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,61.93932875290463,684.85,Yes
8752-IMQOS,Male,0.0,Yes,Yes,4.9300331806791,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,18.77869834283575,1064.95,Yes
0742-LAFQK,Female,0.0,No,Yes,75.03524249548023,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,95.02283987971097,7030.65,No
0795-LAFGP,Female,0.0,No,No,71.87109816970671,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),88.56943885387466,70.75,Yes
0619-OLYUR,Female,0.0,Yes,No,78.08963700265178,No,No,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,105.38737285046454,412.6,Yes
5512-IDZEI,Male,0.0,No,No,48.444348252724986,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,26.027011501136123,6841.4,No
0459-SPZHJ,Female,0.0,No,No,61.786192705663964,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.74020713965345,6735.05,No
0215-BQKGS,Male,0.0,No,Yes,30.012028909043163,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,85.87541601701173,2409.9,Yes
9244-ZVAPM,Female,0.0,No,No,1.0637724704315914,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,46.003258575979984,261.65,No
0719-SYFRB,Female,0.0,Yes,No,12.700363846750268,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.42142323009515,1448.8,Yes
8208-EUMTE,Male,0.0,Yes,No,17.258596884585444,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),54.398755877947906,3988.5,Yes
5172-MIGPM,Female,0.0,No,Yes,4.058915119457819,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),65.24437740146814,574.5,Yes
1710-RCXUS,Male,0.0,Yes,No,54.08651039093866,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,84.20065839636743,809.75,Yes
0374-FIUCA,Female,0.0,No,No,69.88347720024764,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,18.57347098587222,1820.45,No
5839-SUYVZ,Male,0.0,No,Yes,15.801066721092791,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,73.55779888308568,8468.2,No
5173-ZXXXL,Male,0.0,Yes,No,2.1232986361810267,No,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,19.664365403098966,84.6,No
1096-ADRUX,Female,0.0,No,Yes,67.00606408990289,No,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.20571863016217,259.65,No
2001-MCUUW,Female,0.0,Yes,Yes,45.24219474945579,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),103.02996706182061,2441.7,No
2731-GJRDG,Male,0.0,Yes,Yes,32.16503079726119,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.0652115304633,7942.15,Yes
4723-BEGSG,Male,0.0,No,No,77.96744977374394,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,86.44489005132966,4997.5,No
6516-NKQBO,Male,0.0,Yes,No,35.176070833300145,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),82.0138289222322,395.6,Yes
8672-OAUPW,Male,0.0,Yes,Yes,48.514991080507194,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,49.16203728758715,7544,No
8207-DMRVL,Male,0.0,No,Yes,77.78278513368758,No,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,120.70804124057224,419.9,Yes
3419-SNJJD,Male,1.0881917655973798,No,No,59.02753324008488,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,102.979913266569,137.95,Yes
6543-CPZMK,Female,0.0,Yes,No,9.827909304056204,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,31.249989601934285,6929.4,No
4765-OXPPD,Female,0.0,Yes,No,8.725849978170986,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.82094813101345,7213.75,No
2804-ETQDK,Female,0.0,Yes,No,70.64698258076517,No,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),19.506253555632227,2790.65,Yes
6689-VRRTK,Male,1.0033760512926473,Yes,Yes,43.086493119466894,No,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,98.95994816715206,571.45,No
7138-GIRSH,Male,0.0,No,No,45.92186509130689,No,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.25010850191052,2092.9,No
9396-ZSFLL,Male,0.0,Yes,No,16.196312678148107,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),49.487328894438264,1380.4,Yes
6464-KEXXH,Female,0.0,No,No,7.872848412890893,No,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,24.944118236324172,4707.85,Yes
7134-MJPDY,Female,1.0785523178455123,No,Yes,66.35377270120765,No,No phone service,No,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),112.76589847240953,4386.2,No
5240-CAOYT,Female,0.0,No,Yes,56.92893337624713,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),87.9599387737926,8332.15,No
4059-IIEBK,Male,0.0,No,No,7.602253072730988,No,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),81.32895180711984,98.35,Yes
4881-JVQOD,Male,1.0023395341230064,Yes,No,10.6392015459774,No,No phone service,No,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,33.71990471942886,19.7,Yes
0516-UXRMT,Female,0.0,Yes,No,57.36587315377082,No,No,No,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),94.70939106420316,996.45,No
4851-BQDNX,Female,0.0,No,Yes,37.81820199202724,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.00510632647722,313.4,Yes
5148-HKFIR,Female,0.0,No,Yes,21.06059098772591,No,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,18.90985025491553,926.2,Yes
1009-IRMNA,Female,0.0,No,Yes,6.45787981645745,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.179768331934135,2564.3,Yes
3003-CMDUU,Female,0.0,No,No,24.28731699871088,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,86.70560791832146,7246.15,Yes
5016-IBERQ,Male,0.0,No,No,24.926697866269762,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,85.88301948485814,1103.25,No
6797-UCJHZ,Female,0.9855587998943562,Yes,Yes,61.81815480425143,No,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),107.78257807528186,838.5,No
2469-DTSGX,Female,1.0928088546734718,Yes,No,78.4245153124636,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),104.69650182366598,5764.7,No
4554-YGZIH,Male,1.051521252426105,No,Yes,53.79709956049079,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),98.16431564247831,3973.2,Yes
5099-BAILX,Female,0.9092223980294329,No,No,40.186403176509245,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,119.24440466529131,609.05,No
9931-KGHOA,Female,0.0,Yes,Yes,47.180713509136226,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),58.682683901330144,3566.7,No
1775-KWJKQ,Female,0.0,No,No,68.36027854921234,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),92.63382698952394,7726.35,Yes
7665-VIGUD,Female,0.0,Yes,Yes,10.608084151989154,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,20.473448049204194,331.35,No
9411-TPQQV,Male,0.0,Yes,No,38.61446569301997,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,53.301198138218716,655.85,Yes
7207-RMRDB,Male,0.0,No,Yes,64.93060701412519,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),101.3050403737542,69.8,Yes
7954-MLBUN,Male,0.0,Yes,No,32.87726670927217,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,106.67326566988974,2647.2,Yes
2077-DDHJK,Female,0.0,Yes,Yes,63.29516803868677,No,No,DSL,Yes,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),66.0341567926568,1875.55,Yes
4913-EHYUI,Female,1.0834772238612493,Yes,Yes,56.463467447842646,No,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,112.68928054101762,1165.55,No
0195-IESCP,Female,0.0,Yes,Yes,10.122060386989078,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),82.27757929232722,149.05,No
9574-BOSMD,Female,0.0,No,Yes,63.64008729590355,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,26.546309595273904,49.75,Yes
4580-TMHJU,Male,0.0,Yes,No,39.78558025454246,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.027561285150085,686.95,Yes
0970-ETWGE,Male,0.0,Yes,No,1.0489659218577236,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,97.4597487716575,1959.5,No
4908-XAXAY,Male,0.9274997087614161,Yes,No,45.339393981688,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,86.97203205194134,6851.65,No
8404-VLQFB,Female,0.0,No,Yes,13.94702536690956,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.06018424470809,97,Yes
1626-ERCMM,Male,1.0305570536692485,Yes,Yes,21.33451386333568,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,96.53584422756043,1841.9,No
0887-HJGAR,Female,0.0,No,No,0.9069059534838688,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.292139389600884,2747.2,Yes
2391-IPLOP,Female,0.0,Yes,No,45.390836321899855,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),69.94713080194059,720.1,Yes
5644-PDMZC,Male,0.9341349321395549,No,Yes,1.888299273994646,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,No,Mailed check,82.7359522501832,1416.2,Yes
3509-GWQGF,Male,0.9566652300635005,Yes,No,23.350685115436004,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,64.92005737462426,1401.4,No
9576-ANLXO,Male,0.0,Yes,Yes,2.715324144841426,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,67.86132401388137,1278.8,Yes
2024-BASKD,Female,0.0,Yes,No,1.0325589109251692,No,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),71.8831961948202,3089.6,No
5845-BZZIB,Male,0.0,Yes,Yes,31.76633619135962,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.82509652660359,30.2,No
1140-UKVZG,Female,0.0,Yes,No,18.176375614303367,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),23.466474634681145,1583.5,Yes
4160-AMJTL,Female,0.9336968747946226,Yes,Yes,7.943641016477989,No,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),20.948987752108266,4509.5,No
5183-SNMJQ,Female,0.0,No,No,9.515274741050215,No,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),96.14858588376296,866.4,No
8100-PNJMH,Female,0.0,Yes,Yes,71.85301563958842,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),88.24546108565211,4346.4,No
7838-LAZFO,Male,0.0,No,Yes,44.521421769344194,No,No,No,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),74.77525394928915,244.85,Yes
4464-JCOLN,Female,0.0,No,No,2.041748092679561,No,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),17.942944113029395,298.35,Yes
2085-JVGAD,Male,0.0,Yes,Yes,38.36530728810726,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,18.981542354653232,1013.05,Yes
5650-VDUDS,Male,0.0,Yes,No,3.9744386664383016,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),22.645861724733255,3011.65,Yes
8095-WANWK,Female,0.0,Yes,No,10.372780134581054,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.348371161424765,2607.6,No
3030-ZKIWL,Female,0.0,No,Yes,1.072037443071406,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.538606483758098,2697.4,No
9565-FLVCG,Male,0.0,Yes,Yes,58.76871122790693,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,72.11272140218807,1372.45,Yes
8755-OGKNA,Male,0.0,Yes,Yes,61.45516230098756,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),19.900381744580606,3678.3,No
2800-VEQXM,Male,0.0,No,Yes,2.9379335270235543,No,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.45906090536111,2623.65,No
7538-GWHML,Male,0.0,No,No,2.1187740119227048,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,75.41858934430924,1397.3,No
5533-RJFTJ,Female,0.0,Yes,No,52.69492415089127,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),30.850052595001443,4308.25,No
3859-CVCET,Female,0.0,Yes,Yes,4.270178263080819,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,50.007568731312,1390.6,Yes
0214-JHPFW,Female,0.0,Yes,No,71.83605934872772,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.991256317651256,8078.1,No
5642-MHDQT,Male,0.0,Yes,Yes,58.14396894792864,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,19.290913632942658,624.6,No
3088-FVYWK,Female,0.0,Yes,No,51.829263412315576,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),23.881389099745444,446.1,No
3276-HDUEG,Female,0.0,Yes,Yes,0.9375450315489732,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,71.33936313573994,319.6,Yes
9092-GDZKO,Male,0.0,Yes,Yes,22.917880266428003,No,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),23.98430236987447,217.55,No
0823-HSCDJ,Female,0.9289916165454046,Yes,Yes,56.28279003198858,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),47.154323242292925,1588.7,No
3729-OWRVL,Male,1.0556516499598056,No,No,66.48903627710403,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),113.37240261093477,1205.5,Yes
2324-AALNO,Male,0.0,Yes,No,51.10295075485914,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.43280183741649,2337.45,No
0822-GAVAP,Female,0.0,No,Yes,2.1778256624447807,No,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,31.260988443219638,3623.95,Yes
5760-IFJOZ,Male,0.0,Yes,Yes,2.8604155040425154,No,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,105.95352707290215,2028.8,No
2826-UWHIS,Female,0.0,No,Yes,44.85841355114908,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),81.75518928148537,701.05,No
1448-PWKYE,Female,0.0,Yes,No,1.040891996237803,No,No,No,No,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,87.74095573742458,147.75,Yes
7501-IWUNG,Female,0.0,Yes,Yes,58.095385599620606,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.0710158616778,2356.75,No
4957-TREIR,Male,0.0,No,Yes,2.730148921119273,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.5756244380924,199.75,Yes
7251-LJBQN,Female,1.0559071508112692,No,Yes,39.981368357326936,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),111.57642954280541,577.6,Yes
8040-MNRTF,Male,0.0,Yes,Yes,1.0174441215527867,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.54381099600215,4920.55,Yes
1536-HBSWP,Male,0.0,No,Yes,1.042897294336545,No,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.11323344546925,1148.1,Yes
5313-FPXWG,Female,0.0,Yes,Yes,54.05171361457641,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),25.996575239325836,1305.95,Yes
0067-DKWBL,Male,1.075389473734921,No,No,1.8022335407155858,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),48.371246089077694,370.5,Yes
0946-FKYTX,Female,0.0,No,Yes,52.35322666681716,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,30.29809443704511,348.15,Yes
5076-YVXCM,Female,0.0,Yes,Yes,47.92777253912265,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),77.2456546599357,718.55,No
8262-COGGB,Female,0.0,No,Yes,1.0223887582626392,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),18.77454303945035,4454.25,No
6663-JOCQO,Male,0.0,No,Yes,29.30904377731512,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,81.60984903970592,3615.6,No
9620-QJREV,Male,0.0,Yes,Yes,50.94257404939182,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),22.037022868463332,5991.05,No
2276-YDAVZ,Male,0.0,Yes,Yes,3.097703247610817,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,79.57295494856561,552.9,Yes
2682-KEVRP,Male,1.0014568216621245,No,No,20.596607117227038,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,21.9374451226209,439.75,Yes
2480-JZOSN,Female,0.0,No,No,0.9822520896747842,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,21.66645732706905,146.3,No
0078-XZMHT,Female,0.0,No,Yes,71.58634251815273,Yes,Yes,No,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.53235870357368,416.4,No
5896-NPFWW,Female,0.0,No,No,3.2067102939271175,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),53.778336015418496,6827.5,No
9978-HYCIN,Female,1.0621435696568162,No,No,47.912537729703025,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),85.28418165320086,2656.7,Yes
8338-QIUNR,Female,0.0,No,No,72.10685891085781,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.93330684117897,256.75,No
1525-LNLOJ,Female,0.0,Yes,Yes,60.1315094636581,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),61.87383751189206,2494.65,Yes
9450-TRJUU,Female,0.0,Yes,No,34.81427855966329,No,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),85.09682933636165,145.15,No
1766-GKNMI,Female,0.0,Yes,No,26.626522455148617,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,83.33302142465259,1387.35,Yes
6942-LBFDP,Male,0.0,No,No,1.861870962945103,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.307286654923715,7133.1,No
1456-TWCGB,Female,0.0,Yes,No,3.6974701205927625,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),53.07897366445476,538.2,Yes
7133-VBDCG,Male,0.0,No,Yes,22.58060179589952,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,77.20064855831612,1118.8,No
7596-ZYWBB,Male,0.0,No,No,60.33311801439663,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,61.43682922497945,1516.6,Yes
8329-UTMVM,Male,1.0273045020221665,No,No,29.140071750204903,No,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.5135603177256,3509.4,No
3014-WJKSM,Female,0.0,No,Yes,29.999252911106982,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.10181443664217,2433.5,No
3347-YJZZE,Female,0.0,Yes,No,29.480512043207895,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Credit card (automatic),75.0222145264648,3851.45,No
1029-QFBEN,Female,0.0,No,Yes,1.0152758184347068,No,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,20.327197383197973,3807.35,No
7929-DMBCV,Male,0.0,Yes,Yes,21.148531863497404,No,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),83.62422125042882,3645.05,Yes
9661-JALZV,Female,0.0,Yes,Yes,52.85573869507009,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),23.86804934742934,413.65,Yes
5433-KYGHE,Female,0.0,No,Yes,14.784029288648641,No,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.4909637723501,4808.7,No
4312-KFRXN,Male,0.0,No,No,75.88343891168867,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),24.264982028193966,3465.05,No
5575-TPIZQ,Female,0.0,Yes,Yes,47.2255479025178,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,88.54160184281064,69.8,Yes
0114-IGABW,Male,0.0,Yes,Yes,65.84611586725968,No,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,55.71625255754864,348.8,Yes
9944-AEXBM,Male,0.0,No,Yes,31.879509303124355,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.62178664361103,74.1,No
1853-ARAAQ,Male,0.0,Yes,No,28.519307143564053,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,53.78600547844061,1419.4,Yes
6952-OMNWB,Male,1.0479294419963825,Yes,Yes,68.72523198427487,No,No,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,74.59802299565015,921.3,No
4697-LUPSU,Female,0.0,No,Yes,1.8646034616113387,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.29080395014795,1222.8,Yes
8434-VGEQQ,Female,0.0,No,No,63.64631222506285,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.277354336958318,389.8,No
4952-YSOGZ,Female,0.0,No,No,4.0680617539806745,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.2620708411772,2433.9,Yes
1589-AGTLK,Female,0.0,Yes,No,2.8150321203416127,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),42.987190090879785,139.4,No
5244-IRFIH,Female,0.9119479406743601,No,Yes,33.79617552178253,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,87.26365177360499,1949.4,Yes
